project_id,title,category,currency,raw_funds,usd_pledged,perks_claimed,year,open_date,close_date,clickthrough_url,tagline
2965912,World's First Mecha All-in-One 170W Travel Adapter,Phones & Accessories,HKD,2552542.0,326725.38,0,2024,2024-07-10T23:59:59-07:00,2024-07-11T23:59:59-07:00,/projects/world-s-first-mecha-all-in-one-170w-travel-adapter,140W Upgrade to 170W丨3 USB-C+1 USB-A Port丨200+ Countries丨Mecha-Style Design丨PD 3.1 丨Double Fuses
3289028,"NORM 2 - Less screen, more life",Fashion & Wearables,EUR,297419.0,321212.52,0,2025,2025-05-31T23:59:59-07:00,2025-06-01T23:59:59-07:00,/projects/norm-2-less-screen-more-life,NORM 2 is a stunning smartwatch with “hidden” display. Combining functionality and style
3310822,Luxury Performance for Every Car - Meet KIMBLADE X,Productivity,USD,318053.0,318053.0,0,2025,2025-07-20T23:59:59-07:00,2025-07-21T23:59:59-07:00,/projects/luxury-performance-for-every-car-meet-kimblade-x,Turn Your Car Into a High-End Model – With One Simple Change
3250485,Shiraton Hotels: Your Fairytale Escape,Travel & Outdoors,USD,317937.0,317937.0,0,2025,2025-05-27T00:00:00-07:00,2025-06-26T23:59:59-07:00,/projects/shiraton-hotels-your-fairytale-escape,Embark on an unexpected journey to rolling green hills and 5-Star Luxury.
2832943,ISOLA I Year-round Waterproof Adventure Jacket,Fashion & Wearables,EUR,294032.0,317554.56,0,2023,2023-05-28T23:59:59-07:00,2023-05-29T23:59:59-07:00,/projects/isola-i-year-round-waterproof-adventure-jacket,"25000mm, water resistance 10000 g/m2 breathability, 20 pockets, 50 features, One Jacket 4 Seasons"
2866393,Stellara The Ultimate Getaway Under the Night Sky,Travel & Outdoors,USD,313823.0,313823.0,0,2024,2024-03-05T00:00:00-08:00,2024-04-06T23:59:59-07:00,/projects/stellara-the-ultimate-getaway-under-the-night-sky,Luxury glamping in Mirror Houses & Treehouses with private stargazing in the Smoky Mountains.
3298395,PixelMug P1: AI-Enhanced Mug with Pixel Display,Home,HKD,2399428.0,307126.78,0,2025,2025-06-08T23:59:59-07:00,2025-06-09T23:59:59-07:00,/projects/pixelmug-p1-ai-enhanced-mug-with-pixel-display,DIY Pixel Art | AI-Powered Creation | Coffee Temp | Porcelain | Smart Reminders | Message Sharing
3303075,GPD MicroPC 2: Multi-Port Mobile Productivity Tool,Productivity,HKD,2308957.0,295546.5,0,2025,2025-07-09T00:00:00-07:00,2025-08-23T23:59:59-07:00,/projects/gpd-micropc-2-multi-port-mobile-productivity-tool,"Intel Processor N250, 16GB RAM, 512GB SSD, 15W TDP, 2 USB-C Full-function Ports, 2 USB-A Ports"
3008627,INFENTO 2.0: Build Life-Size Rides with your Kids!,Transportation,EUR,272652.0,294464.16,0,2024,2024-10-26T23:59:59-07:00,2024-10-27T23:59:59-07:00,/projects/infento-2-0-build-life-size-rides-with-your-kids,"An engaging family project that sparks creativity, builds essential skills, and deepens family bonds"
3355201,Trio 3 & Trio 3 Pro: Triple Your Laptop’s Screen,Productivity,USD,290618.0,290618.0,0,2025,2025-09-28T23:59:59-07:00,2025-09-29T23:59:59-07:00,/projects/trio-3-trio-3-pro-triple-your-laptop-s-screen,"End your tab-switching nightmare with a pair of attachablehigh-res screens to get more done, faster."
2934905,GOOVIS G3X-Ready for an immersive journey anywhere,Fashion & Wearables,HKD,2266085.0,290058.88,0,2024,2024-04-22T23:59:59-07:00,2024-04-23T23:59:59-07:00,/projects/goovis-g3x-ready-for-an-immersive-journey-anywhere,"Elevate your movie, work, and gaming experiences with a device that's lighter, slimmer, and freer."
2920691,NOMADE I All-in-one Daily Travel Hoodie,Fashion & Wearables,EUR,266274.0,287575.92,0,2024,2024-03-19T23:59:59-07:00,2024-03-20T23:59:59-07:00,/projects/nomade-i-all-in-one-daily-travel-hoodie--2,"3 styles, 33 features, Crafted to conquer the wild, Master the commute, and Embrace Freedom."
3342635,Prone Pillow ZZZ: The Pillow For Stomach Sleepers,Health & Fitness,USD,284658.0,284658.0,0,2025,2025-09-03T23:59:59-07:00,2025-09-04T23:59:59-07:00,/projects/prone-pillow-zzz-the-pillow-for-stomach-sleepers,"Made for Stomach Sleepers. By Stomach Sleepers. Finally, a real solution - not a sacrifice."
3312749,Cheefarcuut:Razor Sharp in Minutes for 1000 Knives,Home,HKD,2217859.0,283885.95,0,2025,2025-07-23T23:59:59-07:00,2025-07-24T23:59:59-07:00,/projects/cheefarcuut-razor-sharp-in-minutes-for-1000-knives,"Sharpens 1,000+ Knives | 4mm Diamond | 10–30° Digital Angle | 1s Clamp | Safer, Faster, Stronger"
2909118,P3 PRO: PINNACLE OF PORTABILITY & POWER EVERYWHERE,Phones & Accessories,USD,279356.0,279356.0,0,2024,2024-02-25T23:59:59-08:00,2024-02-26T23:59:59-08:00,/projects/p3-pro-pinnacle-of-portability-power-everywhere,4 in 1 Charging | Qi2 Wireless Technology  Advanced LED Display  3 USB Ports Built-In Wall Charger
2870291,TAU 2 - A new kind of powerbank.,Phones & Accessories,EUR,251946.0,272101.68,0,2023,2023-11-04T23:59:59-07:00,2023-11-05T23:59:59-08:00,/projects/tau-2-a-new-kind-of-powerbank,Emergency keyring power bank | Universally compatible | Magnetic Charging Dock | NFC Business Card
2863828,Leo: the Plug and Play Battery Life Extender,Phones & Accessories,EUR,249750.0,269730.0,0,2023,2023-10-10T23:59:59-07:00,2023-10-11T23:59:59-07:00,/projects/leo-the-plug-and-play-battery-life-extender,"Award-winning device, extending all your portable electronics' battery lifespan by as much as 50%."
2824765,Auron - Self-Cleaning Purifying UV-C Smart Bottle,Home,HKD,2096791.0,268389.25,0,2023,2023-07-19T23:59:59-07:00,2023-07-20T23:59:59-07:00,/projects/auron-self-cleaning-purifying-uv-c-smart-bottle,"Purify and clean water effortlessly with Auron with the power of UV-C, anytime, anywhere."
3229225,Tesla Powershare External Discharge Device - VP20,Energy & Green Tech,USD,267727.0,267727.0,0,2025,2025-02-09T23:59:59-08:00,2025-02-10T23:59:59-08:00,/projects/tesla-powershare-external-discharge-device-vp20,"With the VortiPower PowerShare VP20, you can transform your Tesla into a portable power station."
3104302,iMicro Q3p: A 1200x Polarizing Phone Microscope,Phones & Accessories,CAD,360936.0,267092.64,0,2024,2024-12-14T23:59:59-08:00,2024-12-15T23:59:59-08:00,/projects/imicro-q3p-a-1200x-polarizing-phone-microscope,Turn your phone into a performance polarizing microscope with this tiny lens accessory
2831668,INVZI MagHub 3 The Ultimate iPad Stand & USB-C Hub,Phones & Accessories,USD,265265.0,265265.0,0,2023,2023-05-23T23:59:59-07:00,2023-05-24T23:59:59-07:00,/projects/invzi-maghub-3-the-ultimate-ipad-stand-usb-c-hub,Elevate Your iPad Pro Experience - The 8-in-1 USB-C Docking Station & Stand.
2919603,LALAHOME RealFountain DailyFresh Pet Fountain,Home,USD,261857.0,261857.0,0,2024,2024-05-09T00:00:00-07:00,2024-07-08T23:59:59-07:00,/projects/lalahome-realfountain-dailyfresh-pet-fountain,DailyFresh Auto Renew Water |Oxygen Saturated Fountain| 10L Capacity |Cat Grass |5 x Filtration|UVC
3276083,"VoltaGo MAX: 27,000 mAh Multi-Charging Power Bank",Phones & Accessories,USD,260212.0,260212.0,0,2025,2025-04-22T23:59:59-07:00,2025-04-23T23:59:59-07:00,/projects/voltago-max-27-000-mah-multi-charging-power-bank,"5 Devices at Once | 27,000mAH (99Wh) | Qi2 15W MagSafe | MultiPort 223W Max Output | USB 3.1 PD 140W"
2851048,Flagship All-In-One Pan with the unique Yoga Lid,Home,USD,258333.0,258333.0,0,2023,2023-08-22T23:59:59-07:00,2023-08-23T23:59:59-07:00,/projects/flagship-all-in-one-pan-with-the-unique-yoga-lid,"From a skillet to a Dutch oven. Replaces most pans that clutter your kitchen, protects from splatter"
2987202,HILU Bluvet: Your Personal AC Unit in Bed,Home,USD,257595.0,257595.0,0,2024,2024-08-31T23:59:59-07:00,2024-09-01T23:59:59-07:00,/projects/hilu-bluvet-your-personal-ac-unit-in-bed,The 1st duvet + blanket to keep you cool all night. 4X cooler than linen | Adaptex CoolWeev fabric
3161787,EATi Mag: Titanium Multi-Utensil for Adventurer,Travel & Outdoors,GBP,200689.0,256881.92,0,2025,2025-01-16T23:59:59-08:00,2025-01-17T23:59:59-08:00,/projects/eati-mag-titanium-multi-utensil-for-adventurer,"Spoon, Fork, Tongs, Tools & Cutting Board—All in One Compact Pack. Crafted from Pure Titanium."
3134287,CaddieVision - Your Augmented Reality AI Caddie,Fashion & Wearables,USD,255336.0,255336.0,0,2025,2025-01-14T00:00:00-08:00,2025-02-23T23:59:59-08:00,/projects/caddievision-your-augmented-reality-ai-caddie,"CaddieVision™ AR glasses give you real-time feedback while you play. Made by golfers, for golfers."
2841039,Sego Charger: The Origami Travel Solar Panel,Travel & Outdoors,USD,254995.0,254995.0,0,2023,2023-07-17T23:59:59-07:00,2023-07-18T23:59:59-07:00,/projects/sego-charger-the-origami-travel-solar-panel,"A durable, sustainable, and space-efficient power source designed for anyone on the go."
2949171,Kuura Ring: Live Limitless,Health & Fitness,EUR,233629.0,252319.32,0,2024,2024-05-29T23:59:59-07:00,2024-05-30T23:59:59-07:00,/projects/kuura-ring-live-limitless,"Your All-in-One Smart Ring for a Healthier, Happier You."
