id,name,parent_category,sub_category,country,effective_usd,backers_count,launch_date,blurb,urls
139240954,HiDock P1 & P1 mini-AI Voice Recorder for Bluetooth Earphone,Technology,Gadgets,HK,1290573.12284,10027,2025-03-20,Record with Bluetooth Earphones | Studio-level ECM Mic | Lightening-Fast Audio Transfer | Lifetime Free Transcription,"{""web"":{""project"":""https://www.kickstarter.com/projects/hidock/hidock-p1-ai-voice-recorder-for-meeting-anywhere"",""rewards"":""https://www.kickstarter.com/projects/hidock/hidock-p1-ai-voice-recorder-for-meeting-anywhere/rewards""}}"
1837926388,Dragonstone Dice: Pocket Watch Dice Spinner,Games,Tabletop Games,US,1283395.0,11383,2025-06-26,7-in-1 RPG Dice | Push-Button Spin | All-Metal | Balanced and Fair | Pocket Size | By Dragonstone Gaming,"{""web"":{""project"":""https://www.kickstarter.com/projects/dragonstonegaming/prophecy-dice-the-dice-you-use-like-a-pocket-watch"",""rewards"":""https://www.kickstarter.com/projects/dragonstonegaming/prophecy-dice-the-dice-you-use-like-a-pocket-watch/rewards""}}"
988577304,SwitchBot S10. The most automated floor cleaning robot.,Technology,Robots,US,1282618.0,1316,2023-10-16,World's 1st Plumbing Connected Water Refill Station | Auto-empty Station | 5 Mins Setup | 6500Pa Vacuum | Self-cleaning and Drying Mop,"{""web"":{""project"":""https://www.kickstarter.com/projects/switchbot/switchbot-s10"",""rewards"":""https://www.kickstarter.com/projects/switchbot/switchbot-s10/rewards""}}"
1681766543,Revopoint INSPIRE 3D Scanner - For All Creators,Technology,3D Printing,US,1279281.0,3801,2023-08-16,A compact yet powerful user-friendly 3D scanner that's surprisingly affordable.,"{""web"":{""project"":""https://www.kickstarter.com/projects/revopoint3d/revopoint-inspire-3d-scanner-for-all-creators"",""rewards"":""https://www.kickstarter.com/projects/revopoint3d/revopoint-inspire-3d-scanner-for-all-creators/rewards""}}"
846524295,Cyberpunk Legends: Into the Night,Games,Tabletop Games,US,1261771.0,8628,2025-09-23,"Return to the world of Cyberpunk, discover the history of Night City in this strategic story driven co-op card game.","{""web"":{""project"":""https://www.kickstarter.com/projects/cyberpunklegends/cyberpunk-legends-into-the-night"",""rewards"":""https://www.kickstarter.com/projects/cyberpunklegends/cyberpunk-legends-into-the-night/rewards""}}"
2088831265,Excope DT1|The World's Lightest Super Telephoto Camera,Technology,Camera Equipment,US,1259347.0,4891,2024-04-16,200x Magnification|400mm Focal Length|Moon Shot|48 Megapixel|Cost Effective|Easy Handling|Super Computing Power|Free App|Wifi Control,"{""web"":{""project"":""https://www.kickstarter.com/projects/beaverlab/excope-dt1-the-worlds-lightest-super-telephoto-camera"",""rewards"":""https://www.kickstarter.com/projects/beaverlab/excope-dt1-the-worlds-lightest-super-telephoto-camera/rewards""}}"
1817557952,Tilswall Hornet - World's Lightest Cordless Sprayer,Technology,DIY Electronics,HK,1247615.29858512,3046,2026-02-10,450g Ultra-Light | Cordless Freedom | 4x Faster | 3 Modes | 2 Nozzle Sizes｜Peelable Paint,"{""web"":{""project"":""https://www.kickstarter.com/projects/tilswall/tilswall-hornet"",""rewards"":""https://www.kickstarter.com/projects/tilswall/tilswall-hornet/rewards""}}"
639791263,CHOMPI: A Magical Tape Music Instrument,Technology,Sound,US,1240290.14,2289,2023-03-28,Inviting you into the magical world of self-expression through sound design.,"{""web"":{""project"":""https://www.kickstarter.com/projects/chompiclub/chompi-a-magical-tape-music-instrument"",""rewards"":""https://www.kickstarter.com/projects/chompiclub/chompi-a-magical-tape-music-instrument/rewards""}}"
387747232,DUSQ - The World’s Only Sleep Regulation System,Technology,Wearables,US,1232557.0,4329,2026-06-09,"Monitors your nervous system, detects when sleep fragments and intervenes using vagus and vestibular nerve stimulation. Non-invasively.","{""web"":{""project"":""https://www.kickstarter.com/projects/dusq/dusq-the-worlds-only-sleep-regulation-system"",""rewards"":""https://www.kickstarter.com/projects/dusq/dusq-the-worlds-only-sleep-regulation-system/rewards""}}"
82931860,"Rokid AR Lite, Your First AR Glasses for Spatial Computing",Technology,Wearables,HK,1227537.13522947,2222,2024-05-27,"3DoF System|3 Simultaneous Apps｜Gaming|Streaming|Productivity|Numerous Apps|Portable 300"" Screen","{""web"":{""project"":""https://www.kickstarter.com/projects/rokid/rokid-ar-lite"",""rewards"":""https://www.kickstarter.com/projects/rokid/rokid-ar-lite/rewards""}}"
1540419051,Hypershell: 1 Horsepower Exoskeleton for Everyday Adventure,Technology,Wearables,HK,1225629.65287971,2638,2023-03-07,1 Horsepower Output | 30KG Weight Offset | 25KM Long Range | AI Motion Engine | 1.8KG Ultralight | 20KM/H Speed | 6.5L Size,"{""web"":{""project"":""https://www.kickstarter.com/projects/hypershell/one-horsepower-ai-exoskeleton-powers-your-everyday-adventure-0"",""rewards"":""https://www.kickstarter.com/projects/hypershell/one-horsepower-ai-exoskeleton-powers-your-everyday-adventure-0/rewards""}}"
635715679,MorningBlues SonicGlass A1 Lyric Speaker,Design,Product Design,HK,1213584.4290636,1515,2026-06-18,"A transparent lyric speaker with a visible sound driver, floating lyrics, music visualization, and refined audio in one artful design.","{""web"":{""project"":""https://www.kickstarter.com/projects/morningblues/morningblues-sonicglass-a1-floating-lyric-speaker"",""rewards"":""https://www.kickstarter.com/projects/morningblues/morningblues-sonicglass-a1-floating-lyric-speaker/rewards""}}"
95926179,AERIONN Forma: Titanium Carry-On Made for Timeless Travelers,Technology,Hardware,US,1200919.0,1848,2026-01-29,Certified Grade 1 Titanium Shell | Smooth Wheels | Latch Closure | Leather Handles | TSA Lock | Designed in Milan,"{""web"":{""project"":""https://www.kickstarter.com/projects/392990565/aerionn-titanium-carry-on-made-for-timeless-travelers"",""rewards"":""https://www.kickstarter.com/projects/392990565/aerionn-titanium-carry-on-made-for-timeless-travelers/rewards""}}"
1064800416,Mecha Comet - Open Modular Linux Handheld Computer,Technology,Hardware,US,1198844.0,3346,2026-01-24,"Truly yours to own, build and mod. Built and powered by tinkerers just like you.","{""web"":{""project"":""https://www.kickstarter.com/projects/mecha-systems/mecha-comet-modular-linux-handheld-computer"",""rewards"":""https://www.kickstarter.com/projects/mecha-systems/mecha-comet-modular-linux-handheld-computer/rewards""}}"
1038607939,ZimaCube - Personal cloud. Re-invented.,Technology,Hardware,HK,1197076.7114709,1252,2023-11-03,Up to 164TB | 6x HDD | 4x SSD | PCIe Gen4 | 4x 2.5GbE | 12th Gen i5 | Thunderbolt 4 | Private GPT,"{""web"":{""project"":""https://www.kickstarter.com/projects/icewhaletech/zimacube-personal-cloud-re-invented"",""rewards"":""https://www.kickstarter.com/projects/icewhaletech/zimacube-personal-cloud-re-invented/rewards""}}"
1581646270,G’AIM’E: Plug & Play TIME CRISIS Gun for Modern TVs (GAIME),Technology,Hardware,JP,1196665.86295172,5915,2025-06-24,"TIME CRISIS, POINT BLANK, STEEL GUNNER series - all officially licensed. Awesome games, reimagined with this new Lightgun controller!","{""web"":{""project"":""https://www.kickstarter.com/projects/tasseidenki/gaime-plug-and-play-time-crisis-gun-system-for-modern-tvs"",""rewards"":""https://www.kickstarter.com/projects/tasseidenki/gaime-plug-and-play-time-crisis-gun-system-for-modern-tvs/rewards""}}"
946843018,Looktech AI Glasses: The Smart Glasses That Truly Know You,Technology,Gadgets,HK,1191868.77643128,4774,2024-12-11,Personalized AI Assistance | Hands-Free Control | 13MP Camera | 2K Video | Immersive Audio | Privacy-First | 14-Hour Battery | Only 37g,"{""web"":{""project"":""https://www.kickstarter.com/projects/looktech/looktech-smart-ai-glasses-and-hands-free-hd-camera"",""rewards"":""https://www.kickstarter.com/projects/looktech/looktech-smart-ai-glasses-and-hands-free-hd-camera/rewards""}}"
35261387,Dnsys X1 Exoskeleton: Unleash Superhuman Powers,Technology,Wearables,US,1188887.0,1612,2024-04-16,Smarter & Lighter | for Outdoor Adventure | Save 50% Energy | +25km Range,"{""web"":{""project"":""https://www.kickstarter.com/projects/dnsys/dnsys-x1-exoskeleton-unleash-superhuman-athletic-potential"",""rewards"":""https://www.kickstarter.com/projects/dnsys/dnsys-x1-exoskeleton-unleash-superhuman-athletic-potential/rewards""}}"
1558760011,Apollo 2.0: The Future of Personalized Well-Being,Technology,Wearables,US,1179308.0,2804,2024-12-10,Changing lives with next-generation wearable technology—one vibe at a time.,"{""web"":{""project"":""https://www.kickstarter.com/projects/apolloneuro/apollo-20-the-future-of-personalized-well-being"",""rewards"":""https://www.kickstarter.com/projects/apolloneuro/apollo-20-the-future-of-personalized-well-being/rewards""}}"
74599427,Keychron K2 HE: Ultimate Customizable Magnetic Keyboard,Technology,Gadgets,US,1177319.0,6608,2024-08-07,Hall Effect Magnetic Switches | Wireless 2.4G & Bluetooth | Custom Actuation Points | Rapid Trigger | QMK | For Mac & Windows | Wooden,"{""web"":{""project"":""https://www.kickstarter.com/projects/keytron/keychron-k2-he-mechanical-keyboard-with-magnetic-switches"",""rewards"":""https://www.kickstarter.com/projects/keytron/keychron-k2-he-mechanical-keyboard-with-magnetic-switches/rewards""}}"
1711675486,"Popur S7 Split Litter System: Born for Cat, Built for Life",Technology,Robots,US,1175640.0,2891,2025-07-01,"No.1 SLS purrfected to CARESS all cats & purrents: Clean litter, Airy ambiance, Robust longevity, Effortless care, Spacious & 200% Safe","{""web"":{""project"":""https://www.kickstarter.com/projects/popur/popur-s7-split-litter-system-sls"",""rewards"":""https://www.kickstarter.com/projects/popur/popur-s7-split-litter-system-sls/rewards""}}"
670065511,ChompSaw: A kid-safe power tool for cutting cardboard,Technology,Fabrication Tools,US,1175102.0,5049,2023-09-28,Unleash your creative potential - for inventors of all ages!,"{""web"":{""project"":""https://www.kickstarter.com/projects/chompshop/inventable-a-kid-safe-power-tool-for-cutting-cardboard"",""rewards"":""https://www.kickstarter.com/projects/chompshop/inventable-a-kid-safe-power-tool-for-cutting-cardboard/rewards""}}"
1718100685,inCharge Life | Your Lifetime Right to Own a Cable,Technology,Hardware,CH,1170769.12542018,8551,2025-11-04,Your Last Cable | Modular USB-C Ecosystem | 240W Fast Charging & 10Gbps Data | 6 Cable Types | Lifetime Replacement Program,"{""web"":{""project"":""https://www.kickstarter.com/projects/rollingsquare/incharge-life-240w-usb-c-modular-cable-kit-lifetime-system"",""rewards"":""https://www.kickstarter.com/projects/rollingsquare/incharge-life-240w-usb-c-modular-cable-kit-lifetime-system/rewards""}}"
1937264186,Kingswood $749 Game Table + GamePillar Storage Towers,Games,Tabletop Games,US,1170520.0,1094,2025-06-24,👑Beautiful handcrafted wood tables for only $749👑| 6x4' size for wargamers & LED version available | Adjustable Game Storage Towers,"{""web"":{""project"":""https://www.kickstarter.com/projects/boxkinggaming/kingswood-game-table-game-storage-towers"",""rewards"":""https://www.kickstarter.com/projects/boxkinggaming/kingswood-game-table-game-storage-towers/rewards""}}"
1904466044,War of the Dragon: The Wheel of Time®,Games,Tabletop Games,US,1166993.0,6156,2026-05-27,"First board game adapted from Robert Jordan’s The Wheel of Time series, from the award-winning publisher of Dune: Imperium and Clank!","{""web"":{""project"":""https://www.kickstarter.com/projects/direwolf/war-of-the-dragon-the-wheel-of-time"",""rewards"":""https://www.kickstarter.com/projects/direwolf/war-of-the-dragon-the-wheel-of-time/rewards""}}"
282181624,"Flow 2,the Smoothest Keyboard: Evolved, Redefined, Unleashed",Design,Product Design,HK,1165504.03297581,8060,2025-07-10,"Ultra Sleek Anodized Aluminum | Cloud Series Switches | VIA | 2.4G, Bluetooth & Wired | Gasket Mount | 68/84/100-key Options","{""web"":{""project"":""https://www.kickstarter.com/projects/lofree/flow-2the-smoothest-keyboard-evolved-redefined-unleashed"",""rewards"":""https://www.kickstarter.com/projects/lofree/flow-2the-smoothest-keyboard-evolved-redefined-unleashed/rewards""}}"
59287556,BrickBoy — The kit that makes the LEGO® Game Boy come alive,Technology,DIY Electronics,CH,1164627.33125112,5254,2025-10-28,The kit that transforms your LEGO® Game Boy into a real playable console. Build it. Play it. Relive the classics. Double the fun!,"{""web"":{""project"":""https://www.kickstarter.com/projects/brickboy/brickboy-the-kit-that-makes-the-lego-game-boy-come-alive"",""rewards"":""https://www.kickstarter.com/projects/brickboy/brickboy-the-kit-that-makes-the-lego-game-boy-come-alive/rewards""}}"
1411989806,Lumenate Nova: The Consciousness-Shifting Light Mask,Technology,Wearables,GB,1156663.8112595,7083,2025-04-29,"Effortlessly reach a deeply meditative, semi-psychedelic state. Relax, explore your mind and sleep better guided by flickering light.","{""web"":{""project"":""https://www.kickstarter.com/projects/lumenate1/lumenate-nova-the-consciousness-shifting-light-mask"",""rewards"":""https://www.kickstarter.com/projects/lumenate1/lumenate-nova-the-consciousness-shifting-light-mask/rewards""}}"
458128597,"GL.iNet Comet Q: Wake, Unlock & Control Remotely",Technology,Gadgets,US,1155193.0,6741,2026-06-02,"The World's First Cross-OS Remote Control for Your Mobile Device, including Laptop, Phones, Macmini, Tablet, and more over USB-C Cable.","{""web"":{""project"":""https://www.kickstarter.com/projects/glinet/comet-q"",""rewards"":""https://www.kickstarter.com/projects/glinet/comet-q/rewards""}}"
119487908,I’m Back Roll APS-C – Digital Film Inside Your Camera,Technology,Gadgets,CH,1154005.75827,1930,2026-04-03,It loads like film. It shoots like film. But it’s completely digital. Late pledge available!,"{""web"":{""project"":""https://www.kickstarter.com/projects/samellos/im-back-roll-aps-c-one-roll-no-screen-pure-shooting"",""rewards"":""https://www.kickstarter.com/projects/samellos/im-back-roll-aps-c-one-roll-no-screen-pure-shooting/rewards""}}"
475113455,"Olight: 3-in-1 Smart Battery Charger, Tester & Organizer",Technology,Gadgets,US,1142494.0,5845,2024-06-19,For 32/36 Rechargeable AA/AAA Ni-MH Batteries | Automatic Charging & Storage | 2X Charging Speed | Ostation X | 8-Layer Protection,"{""web"":{""project"":""https://www.kickstarter.com/projects/olight/olight-3-in-1-smart-battery-charger-tester-and-organizer"",""rewards"":""https://www.kickstarter.com/projects/olight/olight-3-in-1-smart-battery-charger-tester-and-organizer/rewards""}}"
926141425,"Garden Trilogy - Paradise of Dinosaurs, Birds, and Fish",Games,Tabletop Games,JP,1133824.6704851,6870,2025-09-16,"Build your own Aquarium, Aviary, and Dino Park with cute wooden tokens! The 3 games by Totsuca Chuo each offer a unique experience.","{""web"":{""project"":""https://www.kickstarter.com/projects/uchibacoyapiece/garden-trilogy-paradise-of-dinosaurs-birds-and-fish"",""rewards"":""https://www.kickstarter.com/projects/uchibacoyapiece/garden-trilogy-paradise-of-dinosaurs-birds-and-fish/rewards""}}"
897592878,AINOTE 2: The World's First GPT-5-Powered Paper Tablet,Technology,Gadgets,HK,1133037.9957453,1691,2025-09-09,"GPT-5-Powered Workflow | 10.65"", 4.2mm, 295g | 15-Language Transcription + 133-Language Handwriting OCR | Android & Google Play Ready","{""web"":{""project"":""https://www.kickstarter.com/projects/569412238/ainote-2-the-worlds-thinnest-ai-powered-paper-tablet"",""rewards"":""https://www.kickstarter.com/projects/569412238/ainote-2-the-worlds-thinnest-ai-powered-paper-tablet/rewards""}}"
136615905,CZUR ET MAX- The Unprecedented Professional Book Scanner,Technology,Gadgets,US,1129386.0,2042,2025-02-12,"38 Megapixels | 410 DPI | Sidelight | Laser Curve-Flatten Tech | OCR | HDMI Port | Windows, Mac & Linux Supported | Scan A Book In Mins","{""web"":{""project"":""https://www.kickstarter.com/projects/czur-notebook/czur-et-max-the-unprecedented-professional-book-scanner"",""rewards"":""https://www.kickstarter.com/projects/czur-notebook/czur-et-max-the-unprecedented-professional-book-scanner/rewards""}}"
1991082877,"Lofree Flow Lite, Smoothest Affordable-for-All Keyboard",Design,Product Design,HK,1120644.31290036,9630,2024-09-19,"Lighter & Silenter POM Switch | 2.4G, Bluetooth & Wired | Gasket Mount | Volume Roller | Key Configurator | Shine-Through Keycaps","{""web"":{""project"":""https://www.kickstarter.com/projects/lofree/flow-lite-smoothest-affordable-for-all-mechanical-keyboard"",""rewards"":""https://www.kickstarter.com/projects/lofree/flow-lite-smoothest-affordable-for-all-mechanical-keyboard/rewards""}}"
693517334,Fraimic: A Smart E Ink Canvas That Turns Your Voice Into Art,Technology,Hardware,US,1120290.0,1825,2025-09-23,Multi year battery | Color E Ink | No wires | No apps | No subscriptions | Voice to Vision | Fits in ANY frame | Upload any art/photo,"{""web"":{""project"":""https://www.kickstarter.com/projects/445470967/fraimic-smart-e-ink-canvas-digital-picture-frame-with-ai"",""rewards"":""https://www.kickstarter.com/projects/445470967/fraimic-smart-e-ink-canvas-digital-picture-frame-with-ai/rewards""}}"
865872074,IRMO M1: World's First Vision Perception Exoskeleton,Technology,Wearables,US,1119315.0,1229,2025-11-20,"Adapts to the Wild Terrain, Conquer with Your Instinct","{""web"":{""project"":""https://www.kickstarter.com/projects/irmoglobal/irmo-m1-worlds-first-vision-navigate-exoskeleton"",""rewards"":""https://www.kickstarter.com/projects/irmoglobal/irmo-m1-worlds-first-vision-navigate-exoskeleton/rewards""}}"
365943468,Fallen London: The Roleplaying Game,Games,Tabletop Games,US,1115905.0,8836,2025-02-11,"An officially-licensed tabletop roleplaying game set in the deep, dark and marvellous city of Fallen London. Welcome, delicious friend.","{""web"":{""project"":""https://www.kickstarter.com/projects/magpiegames/fallen-london-the-roleplaying-game"",""rewards"":""https://www.kickstarter.com/projects/magpiegames/fallen-london-the-roleplaying-game/rewards""}}"
2117004332,xTool Screen Printer-1st Screen Printing Solution with Laser,Technology,Fabrication Tools,US,1115109.0,2639,2023-11-09,"Reinvent Traditional Screen Printing Process with Laser Engraver, with Effortless Steps, Limitless Compatibility and Flawless Quality.","{""web"":{""project"":""https://www.kickstarter.com/projects/makeblock/xtool-screen-printer-1st-screen-printing-solution-with-laser"",""rewards"":""https://www.kickstarter.com/projects/makeblock/xtool-screen-printer-1st-screen-printing-solution-with-laser/rewards""}}"
727221028,Monsters & More! A Nimble TTRPG Reprint & Expansion,Games,Tabletop Games,US,1105407.0,6529,2026-02-10,"The RPG Monster Manual you've been waiting for! 200+ new GM-friendly monsters, loot, subclasses, adventures, and more!","{""web"":{""project"":""https://www.kickstarter.com/projects/nimblerpg/monsters-and-more-a-nimble-ttrpg-reprint-and-expansion"",""rewards"":""https://www.kickstarter.com/projects/nimblerpg/monsters-and-more-a-nimble-ttrpg-reprint-and-expansion/rewards""}}"
1129800891,"anymaka Portable Swing Chair: Set Up in 3s, Unwind All Day",Design,Product Design,US,1093204.0,3839,2025-06-17,3-Second Setup｜Backpackable｜Multi-hammock fit｜Holds up to 300 lbs | All-Terrain Ready| Full-Body Comfort,"{""web"":{""project"":""https://www.kickstarter.com/projects/anymaka/anymaka-portable-swing-chair-set-up-in-3s-unwind-all-day"",""rewards"":""https://www.kickstarter.com/projects/anymaka/anymaka-portable-swing-chair-set-up-in-3s-unwind-all-day/rewards""}}"
595573006,Hanboost T1 Palm Size Laser Engraver for DIY Enthusiast,Design,Product Design,US,1090654.0,7129,2026-06-24,"A palm-sized mini laser engraver designed for small creative projects, personalized gifts, maker labels, and selected craft materials","{""web"":{""project"":""https://www.kickstarter.com/projects/hanboost/t1-laser-engraver"",""rewards"":""https://www.kickstarter.com/projects/hanboost/t1-laser-engraver/rewards""}}"
345244814,The Smart Guitar with a Full-Spectrum RGB Fretboard,Technology,Hardware,HK,1087026.08807928,2481,2025-08-19,See what you're playing. Learn faster. Perform with confidence,"{""web"":{""project"":""https://www.kickstarter.com/projects/litejam/the-worlds-first-rgb-fretboard-smart-guitar"",""rewards"":""https://www.kickstarter.com/projects/litejam/the-worlds-first-rgb-fretboard-smart-guitar/rewards""}}"
1881311411,INMO GO3: Powerful AI Translation Glasses for All Day Wear,Design,Product Design,HK,1073798.63097943,1513,2026-04-28,98+Languages Translation|Two-Way Translation|Photo Translation|AR Navigation|Teleprompter|AI Notes|All-Day Battery|ChatGPT&Gemini,"{""web"":{""project"":""https://www.kickstarter.com/projects/inmo-go3-ai-glasses/everyday-wear-ai-glasses"",""rewards"":""https://www.kickstarter.com/projects/inmo-go3-ai-glasses/everyday-wear-ai-glasses/rewards""}}"
727688788,JSAUX FlipGo: Portable Dual Screen for Boosted Productivity,Design,Product Design,HK,1069248.91475829,1868,2024-01-30,"Magnetic Design | 13.5 & 16"" Screens | Touchscreen | One Cable to Dual Monitor | 3 Different Types of Stand | Lighter & Thinner Design","{""web"":{""project"":""https://www.kickstarter.com/projects/jsaux/jsaux-flipgo-portable-dual-screen-for-boosted-productivity"",""rewards"":""https://www.kickstarter.com/projects/jsaux/jsaux-flipgo-portable-dual-screen-for-boosted-productivity/rewards""}}"
1428769021,ASMOKE Essential: Smart Pellet Grill with Unlimited Flavor,Food,Community Gardens,US,1066712.0,2501,2024-06-11,Temperature Control Within 5℃ | Preset Grilling Modes | Removable Ashtray | 38% Lighter with 47% Larger Cooking Area,"{""web"":{""project"":""https://www.kickstarter.com/projects/asmokegrill/asmoke-essential-smart-pellet-grill-with-unlimited-flavor"",""rewards"":""https://www.kickstarter.com/projects/asmokegrill/asmoke-essential-smart-pellet-grill-with-unlimited-flavor/rewards""}}"
1006518589,"MagStand—Fast, Easy, Awesome Light Stands for Pros by MagMod",Design,Product Design,US,1060052.0,3210,2026-02-10,"Rock-solid wide/narrow base, fast squeeze-button setup, detachable monopole, travel & accessory-ready lightstands in 9 + 11ft sizes.","{""web"":{""project"":""https://www.kickstarter.com/projects/magnetmod/magstand-fast-easy-awesome-light-stands-for-pros-by-magmod"",""rewards"":""https://www.kickstarter.com/projects/magnetmod/magstand-fast-easy-awesome-light-stands-for-pros-by-magmod/rewards""}}"
15061086,COiN: Quarter-Sized Cutter,Design,Product Design,GB,1056240.81492179,12177,2026-02-12,"Non-locking Titanium & Damascus craft blade that fits in a bottle cap, with a built-in opener.","{""web"":{""project"":""https://www.kickstarter.com/projects/tiniestgear/tiniest-coin"",""rewards"":""https://www.kickstarter.com/projects/tiniestgear/tiniest-coin/rewards""}}"
422011920,MetMo Pocket Grip,Design,Product Design,GB,1036720.9474734,3568,2026-02-26,The 5-in-1 Clamping Machine | A Forgotten Relic Revived For Modern Pockets,"{""web"":{""project"":""https://www.kickstarter.com/projects/metmo/metmo-pocket-grip"",""rewards"":""https://www.kickstarter.com/projects/metmo/metmo-pocket-grip/rewards""}}"
69330363,The Modular Table by Wyrmwood,Games,Tabletop Games,US,1035941.0,3125,2024-04-10,"A solid wood, beautifully crafted table, designed for a dynamic lifestyle. Coming in an array of sizes and wood options.","{""web"":{""project"":""https://www.kickstarter.com/projects/wyrmwood/the-modular-table-by-wyrmwood"",""rewards"":""https://www.kickstarter.com/projects/wyrmwood/the-modular-table-by-wyrmwood/rewards""}}"
1725397513,KUKU Maker: Take Control Of Your Coffee Taste,Technology,Hardware,HK,1034092.1038572,1370,2024-01-19,"Enjoy your preferred coffee exactly the way you like it - with options for flavor, thick or light consistency, and hot or cold serving.","{""web"":{""project"":""https://www.kickstarter.com/projects/kukuhub/kuku-maker-take-control-of-your-coffee-taste"",""rewards"":""https://www.kickstarter.com/projects/kukuhub/kuku-maker-take-control-of-your-coffee-taste/rewards""}}"
991988993,GL.iNet Comet Pro Remote KVM over Wi-Fi,Technology,Hardware,US,1033070.0,5671,2025-08-26,Control Computers from Anywhere | Wi-Fi 6 | Tailscale Support | Self-Hosting Option | 4K Video Passthrough | VPN | No Subscriptions,"{""web"":{""project"":""https://www.kickstarter.com/projects/glinet/comet-pro"",""rewards"":""https://www.kickstarter.com/projects/glinet/comet-pro/rewards""}}"
125381443,Risk of Rain: The Board Game,Games,Tabletop Games,US,1031604.0,5003,2025-08-12,Escape a chaotic alien planet by fighting through hordes of frenzied monsters – in the tabletop rendition of this beloved franchise.,"{""web"":{""project"":""https://www.kickstarter.com/projects/nerdvanagames/risk-of-rain-the-board-game"",""rewards"":""https://www.kickstarter.com/projects/nerdvanagames/risk-of-rain-the-board-game/rewards""}}"
1062469746,"Oukitel WP100 Titan: 33,000mAh Rugged Phone with Projector",Technology,Hardware,HK,1031094.41599101,1636,2025-02-18,"Colossal 33,000mAh Battery| 100-lumen Built-in Projector| 1200-lumen Camping Light| 18W Reverse Charging| 5G Global Connectivity","{""web"":{""project"":""https://www.kickstarter.com/projects/1006830823/oukitel-wp100-titan-33000mah-rugged-phone-with-projector"",""rewards"":""https://www.kickstarter.com/projects/1006830823/oukitel-wp100-titan-33000mah-rugged-phone-with-projector/rewards""}}"
613778582,ouTask TD2: The All-in-One Lantern for Every Adventure,Design,Product Design,US,1023786.0,4525,2025-09-09,"Full-Metal Compact Body| Dual-Sided Light| Up to 1500LM| Smooth Brightness & Color temp control(2000K–7000K), CRI 90| Removable Battery","{""web"":{""project"":""https://www.kickstarter.com/projects/outask/outask-td-2-the-all-in-one-lantern-for-every-adventure"",""rewards"":""https://www.kickstarter.com/projects/outask/outask-td-2-the-all-in-one-lantern-for-every-adventure/rewards""}}"
196060709,Agari: World-Class Chef Quality Oven at a Push of a Button,Design,Product Design,CA,1021821.2710694,1446,2025-09-16,"Agari combines AI, 3D scanning, and breakthrough pressure technology to deliver juicy, perfectly seared food—faster than ever.","{""web"":{""project"":""https://www.kickstarter.com/projects/147080381/agari-the-worlds-first-ai-powered-reverse-sear-cooker"",""rewards"":""https://www.kickstarter.com/projects/147080381/agari-the-worlds-first-ai-powered-reverse-sear-cooker/rewards""}}"
1946866613,Birdie® Pro: the iconic air monitor - now smarter!,Design,Product Design,US,1013211.0,3706,2026-05-19,"The cutest, best-reviewed and most iconic air quality monitor in the world — Now upgraded!","{""web"":{""project"":""https://www.kickstarter.com/projects/birdie-scandinavia/birdie-pro-your-fresh-air-pet"",""rewards"":""https://www.kickstarter.com/projects/birdie-scandinavia/birdie-pro-your-fresh-air-pet/rewards""}}"
123299208,Metroboard: a mid-century live subway map,Design,Product Design,US,1008749.0,5764,2024-09-30,"A mid-century live map showing all trains in your city's metro system! Featuring NYC, Chicago, Boston, D.C., LA, and the Bay Area","{""web"":{""project"":""https://www.kickstarter.com/projects/designrulesco/metroboard-a-mid-century-live-subway-map"",""rewards"":""https://www.kickstarter.com/projects/designrulesco/metroboard-a-mid-century-live-subway-map/rewards""}}"
1139416614,Lexar Professional Go Portable SSD with Hub,Technology,Hardware,US,1007971.0,4933,2024-07-30,Ultra Compact | Up to 2TB Capacity | Direct Apple ProRes Recording | Multi-Use Hub for Photography Gear | IP65 | 256-bit AES Encryption,"{""web"":{""project"":""https://www.kickstarter.com/projects/lexar/lexar-professional-go-portable-ssd-with-hub"",""rewards"":""https://www.kickstarter.com/projects/lexar/lexar-professional-go-portable-ssd-with-hub/rewards""}}"
1997508747,OBSBOT Tail Air: AI-Powered 4K PTZ Streaming Camera,Technology,Camera Equipment,HK,1006781.32689651,1087,2023-09-05,Expand your video shooting to the next level with AI power and Multicam setup.,"{""web"":{""project"":""https://www.kickstarter.com/projects/obsbot-me/obsbot-tail-air-ai-powered-ptz-streaming-camera"",""rewards"":""https://www.kickstarter.com/projects/obsbot-me/obsbot-tail-air-ai-powered-ptz-streaming-camera/rewards""}}"
1673353493,Tile by tevaplanter®,Design,Product Design,US,1006531.0,7367,2024-10-08,"A self-watering tile that mimics the way plants grow in the rainforest, allowing you to grow like nature, and bring the jungle home.","{""web"":{""project"":""https://www.kickstarter.com/projects/terraplanter/tile"",""rewards"":""https://www.kickstarter.com/projects/terraplanter/tile/rewards""}}"
891039747,Feiyu Pocket 3: Cordless Detachable 3-Axis Gimbal Camera,Technology,Camera Equipment,HK,1005568.2000296828,2740,2023-03-07,Cordless & Wireless Gimbal | 3-Axis Stabilizer | 4K 60fps Footage| Magnetic Attach Anywhere | Fast AI Tracking Follow | App Control,"{""web"":{""project"":""https://www.kickstarter.com/projects/feiyutech/feiyu-pocket-3-compact-and-versatile-3-axis-gimbal-camera"",""rewards"":""https://www.kickstarter.com/projects/feiyutech/feiyu-pocket-3-compact-and-versatile-3-axis-gimbal-camera/rewards""}}"
