year,country,parent_category,completed,successful,failed,live_or_other,funded_usd_successful,backers_successful,success_rate_completed_pct
2026,NZ,Crafts,2,0,2,0,0,0,0.0
2026,NZ,Fashion,3,2,1,0,9520,83,66.67
2026,NZ,Food,1,0,1,0,0,0,0.0
2026,NZ,Games,21,21,0,2,469049,7643,100.0
2026,NZ,Technology,1,1,0,2,12758,45,100.0
2026,PL,Crafts,4,2,2,1,4689,32,50.0
2026,PL,Design,9,8,1,1,50166,242,88.89
2026,PL,Fashion,5,2,3,0,71082,135,40.0
2026,PL,Food,3,3,0,0,9227,220,100.0
2026,PL,Games,101,101,0,9,803980,13448,100.0
2026,PL,Technology,6,5,1,4,16418,183,83.33
2026,SE,Design,4,4,0,1,744498,9929,100.0
2026,SE,Fashion,3,2,1,0,17109,55,66.67
2026,SE,Games,20,19,1,0,639200,7883,95.0
2026,SE,Technology,4,2,2,1,13257,85,50.0
2026,SG,Design,5,3,2,5,97527,1180,60.0
2026,SG,Fashion,7,4,3,4,70172,369,57.14
2026,SG,Food,1,1,0,0,2349,115,100.0
2026,SG,Games,10,9,1,6,130552,2066,90.0
2026,SG,Technology,12,8,4,4,4397768,3576,66.67
2026,SI,Design,0,0,0,1,0,0,
2026,SI,Fashion,0,0,0,1,0,0,
2026,SI,Games,4,4,0,1,138501,1891,100.0
2026,US,Art,9,9,0,1,65645,450,100.0
2026,US,Crafts,89,35,54,18,390072,3683,39.33
2026,US,Design,413,351,62,141,37971344,203991,84.99
2026,US,Fashion,222,119,103,72,1980241,15254,53.6
2026,US,Food,90,36,54,17,450448,3679,40.0
2026,US,Games,968,912,56,169,71743382,497566,94.21
2026,US,Technology,339,298,41,123,130338933,228354,87.91
