platform,project_id,title,creator,country,year,category,parent_category,raised_usd,backers,currency,state,compliance_flags,url,source_archive,amount_basis,backers_basis
Kickstarter,1711675486,"Popur S7 Split Litter System: Born for Cat, Built for Life",Popur,US,2025,Robots,Technology,1175640,2891,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/popur/popur-s7-split-litter-system-sls,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,670065511,ChompSaw: A kid-safe power tool for cutting cardboard,ChompShop,US,2023,Fabrication Tools,Technology,1175102,5049,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/chompshop/inventable-a-kid-safe-power-tool-for-cutting-cardboard,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,119487908,I’m Back Roll APS-C – Digital Film Inside Your Camera,Samuel Mello Medeiros,CH,2026,Gadgets,Technology,1173104,1930,CHF,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/samellos/im-back-roll-aps-c-one-roll-no-screen-pure-shooting,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1937264186,Kingswood $749 Game Table + GamePillar Storage Towers,Dan Blacklock of BoxKing Gaming,US,2025,Tabletop Games,Games,1170520,1094,USD,successful,possible toy,https://www.kickstarter.com/projects/boxkinggaming/kingswood-game-table-game-storage-towers,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1411989806,Lumenate Nova: The Consciousness-Shifting Light Mask,Lumenate,GB,2025,Wearables,Technology,1168853,7083,GBP,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/lumenate1/lumenate-nova-the-consciousness-shifting-light-mask,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1904466044,War of the Dragon: The Wheel of Time®,Dire Wolf,US,2026,Tabletop Games,Games,1166993,6156,USD,successful,possible toy,https://www.kickstarter.com/projects/direwolf/war-of-the-dragon-the-wheel-of-time,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,282181624,"Flow 2,the Smoothest Keyboard: Evolved, Redefined, Unleashed",Lofree,HK,2025,Product Design,Design,1165504,8060,HKD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/lofree/flow-2the-smoothest-keyboard-evolved-redefined-unleashed,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,59287556,BrickBoy — The kit that makes the LEGO® Game Boy come alive,Substance Labs,CH,2025,DIY Electronics,Technology,1162737,5254,EUR,successful,electrical/electronic,https://www.kickstarter.com/projects/brickboy/brickboy-the-kit-that-makes-the-lego-game-boy-come-alive,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,458128597,"GL.iNet Comet Q: Wake, Unlock & Control Remotely",GL.iNet,US,2026,Gadgets,Technology,1155193,6741,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/glinet/comet-q,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,52431506,Redgrass R9 Desk Lamp For Creative People,Redgrass,CH,2023,Product Design,Design,1154470,5382,CHF,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/redgrass/redgrass-r9-desk-lamp-daylight-true-color-led-light?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,475113455,"Olight: 3-in-1 Smart Battery Charger, Tester & Organizer",Olight World,US,2024,Gadgets,Technology,1142494,5845,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/olight/olight-3-in-1-smart-battery-charger-tester-and-organizer,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,897592878,AINOTE 2: The World's First GPT-5-Powered Paper Tablet,The AINOTE,HK,2025,Gadgets,Technology,1135199,1691,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/569412238/ainote-2-the-worlds-thinnest-ai-powered-paper-tablet,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,136615905,CZUR ET MAX- The Unprecedented Professional Book Scanner,CZUR,US,2025,Gadgets,Technology,1129386,2042,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/czur-notebook/czur-et-max-the-unprecedented-professional-book-scanner,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1991082877,"Lofree Flow Lite, Smoothest Affordable-for-All Keyboard",Lofree,HK,2024,Product Design,Design,1123957,9630,HKD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/lofree/flow-lite-smoothest-affordable-for-all-mechanical-keyboard,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,693517334,Fraimic: A Smart E Ink Canvas That Turns Your Voice Into Art,Fraimic,US,2025,Hardware,Technology,1120290,1825,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/445470967/fraimic-smart-e-ink-canvas-digital-picture-frame-with-ai,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,865872074,IRMO M1: World's First Vision Perception Exoskeleton,IRMO,US,2025,Wearables,Technology,1119315,1229,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/irmoglobal/irmo-m1-worlds-first-vision-navigate-exoskeleton,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,365943468,Fallen London: The Roleplaying Game,Magpie Games,US,2025,Tabletop Games,Games,1115905,8836,USD,successful,possible toy,https://www.kickstarter.com/projects/magpiegames/fallen-london-the-roleplaying-game,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2117004332,xTool Screen Printer-1st Screen Printing Solution with Laser,xTool,US,2023,Fabrication Tools,Technology,1115109,2639,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/makeblock/xtool-screen-printer-1st-screen-printing-solution-with-laser,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,926141425,"Garden Trilogy - Paradise of Dinosaurs, Birds, and Fish",uchibacoya,JP,2025,Tabletop Games,Games,1105976,6870,JPY,successful,possible toy,https://www.kickstarter.com/projects/uchibacoyapiece/garden-trilogy-paradise-of-dinosaurs-birds-and-fish,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1426654601,Shaper Trace: Go from Sketch to Vector in Seconds,Shaper Tools,US,2023,Product Design,Design,1105928,13052,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/shaper/shaper-trace-go-from-sketch-to-vector-in-seconds?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,727221028,Monsters & More! A Nimble TTRPG Reprint & Expansion,Nimble Co.,US,2026,Tabletop Games,Games,1105407,6529,USD,successful,possible toy,https://www.kickstarter.com/projects/nimblerpg/monsters-and-more-a-nimble-ttrpg-reprint-and-expansion,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,345244814,The Smart Guitar with a Full-Spectrum RGB Fretboard,Litejam Guitars,HK,2025,Hardware,Technology,1093312,2481,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/litejam/the-worlds-first-rgb-fretboard-smart-guitar,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1129800891,"anymaka Portable Swing Chair: Set Up in 3s, Unwind All Day",anymaka,US,2025,Product Design,Design,1093204,3839,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/anymaka/anymaka-portable-swing-chair-set-up-in-3s-unwind-all-day,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,595573006,Hanboost T1 Palm Size Laser Engraver for DIY Enthusiast,Hanboost,US,2026,Product Design,Design,1090654,7129,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/hanboost/t1-laser-engraver,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1881311411,INMO GO3: Powerful AI Translation Glasses for All Day Wear,INMO,HK,2026,Product Design,Design,1073860,1513,HKD,successful,connected/CRA-triage,https://www.kickstarter.com/projects/inmo-go3-ai-glasses/everyday-wear-ai-glasses,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,750525807,Bring Home a Time Machine in 1:10 Scale,TOMY,US,2023,Product Design,Design,1070918,2856,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/tomyinternational/bring-home-a-time-machine-in-1-10-scale?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,727688788,JSAUX FlipGo: Portable Dual Screen for Boosted Productivity,JSAUX TEAM,HK,2024,Product Design,Design,1067663,1868,HKD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/jsaux/jsaux-flipgo-portable-dual-screen-for-boosted-productivity,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1006518589,"MagStand—Fast, Easy, Awesome Light Stands for Pros by MagMod",MagMod,US,2026,Product Design,Design,1060052,3210,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/magnetmod/magstand-fast-easy-awesome-light-stands-for-pros-by-magmod,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,15061086,COiN: Quarter-Sized Cutter,Tiniest Gear,GB,2026,Product Design,Design,1036061,12177,GBP,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/tiniestgear/tiniest-coin,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,69330363,The Modular Table by Wyrmwood,Wyrmwood Gaming,US,2024,Tabletop Games,Games,1035941,3125,USD,successful,possible toy,https://www.kickstarter.com/projects/wyrmwood/the-modular-table-by-wyrmwood,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,991988993,GL.iNet Comet Pro Remote KVM over Wi-Fi,GL.iNet,US,2025,Hardware,Technology,1033070,5671,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/glinet/comet-pro,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1725397513,KUKU Maker: Take Control Of Your Coffee Taste,KUKU_HUB,HK,2024,Hardware,Technology,1032989,1370,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/kukuhub/kuku-maker-take-control-of-your-coffee-taste,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1062469746,"Oukitel WP100 Titan: 33,000mAh Rugged Phone with Projector",Oukitel Titan,HK,2025,Hardware,Technology,1031805,1636,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/1006830823/oukitel-wp100-titan-33000mah-rugged-phone-with-projector,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,125381443,Risk of Rain: The Board Game,Nerdvana Games,US,2025,Tabletop Games,Games,1031604,5003,USD,successful,possible toy,https://www.kickstarter.com/projects/nerdvanagames/risk-of-rain-the-board-game,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,613778582,ouTask TD2: The All-in-One Lantern for Every Adventure,ouTask,US,2025,Product Design,Design,1023786,4525,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/outask/outask-td-2-the-all-in-one-lantern-for-every-adventure,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,422011920,MetMo Pocket Grip,MetMo Cube,GB,2026,Product Design,Design,1015170,3568,GBP,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/metmo/metmo-pocket-grip,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1946866613,Birdie® Pro: the iconic air monitor - now smarter!,Birdie®,US,2026,Product Design,Design,1013211,3706,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/birdie-scandinavia/birdie-pro-your-fresh-air-pet,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1997508747,OBSBOT Tail Air: AI-Powered 4K PTZ Streaming Camera,OBSBOT,HK,2023,Camera Equipment,Technology,1009652,1087,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/obsbot-me/obsbot-tail-air-ai-powered-ptz-streaming-camera,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,123299208,Metroboard: a mid-century live subway map,the design rules company,US,2024,Product Design,Design,1008749,5764,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/designrulesco/metroboard-a-mid-century-live-subway-map,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1139416614,Lexar Professional Go Portable SSD with Hub,Lexar,US,2024,Hardware,Technology,1007971,4933,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/lexar/lexar-professional-go-portable-ssd-with-hub,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,196060709,Agari: World-Class Chef Quality Oven at a Push of a Button,David Velan,CA,2025,Product Design,Design,1006584,1446,CAD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/147080381/agari-the-worlds-first-ai-powered-reverse-sear-cooker,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1673353493,Tile by tevaplanter®,tevaplanter,US,2024,Product Design,Design,1006531,7367,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/terraplanter/tile,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,891039747,Feiyu Pocket 3: Cordless Detachable 3-Axis Gimbal Camera,FeiyuTech,HK,2023,Camera Equipment,Technology,1005557,2740,HKD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/feiyutech/feiyu-pocket-3-compact-and-versatile-3-axis-gimbal-camera,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1539220704,Sleeper Hold - A travel pillow that actually works!,Rener & Eve Gracie,US,2023,Product Design,Design,1001462,17843,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/sleeperhold/travelpillow?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1328731511,Blisstil Serenade | Over-Ear ANC Sleep & Travel Headphones,Oliver Masson,US,2025,Product Design,Design,1001216,3272,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/blisstil/blisstil-serenade-over-ear-anc-sleep-and-travel-headphones,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,501062528,UnifyDrive UT2: Portable NAS for Creators on the GO,UnifyDrive,US,2024,Hardware,Technology,1000968,2393,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/1945743381/ut2-redefining-portable-storage-solutions,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,138141404,Doquintin - Designed For Women. Made For Life,Laflore,US,2023,Product Design,Design,995187,2530,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/bobobark/doc-quintin-designed-for-women-made-for-life?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1137400432,ORICO CyberData AI-powered NAS with GPU Dock & RAID Cabinet,Orico,HK,2025,Hardware,Technology,971412,1214,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/oricotechs/orico-cyberdata-ai-powered-nas-with-gpu-dock-and-raid-cabinet,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2145914814,Even Deeper Regrets: An Unfortunate Fishing Game Expansion,Judson Cowan,GB,2025,Tabletop Games,Games,970841,16237,GBP,successful,possible toy,https://www.kickstarter.com/projects/tettix/even-deeper-regrets-an-unfortunate-fishing-game-expansion,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1467404006,Juniper Clear Ice Maker,Wintersmiths,US,2023,Product Design,Design,962370,1769,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/wintersmiths/juniper?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1847444501,Screenmate: The Ultimate Extra Computer for Your Tesla,Teslogic,US,2024,Hardware,Technology,952940,1485,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/teslogic/screenmate-the-ultimate-extra-computer-for-your-tesla,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,406596959,Sierro: The Compact Home Backup That Fits Anywhere,Sierro,US,2026,Hardware,Technology,940664,1363,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/sierro/sierro-the-compact-home-backup-that-fits-anywhere,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,549157250,Morphy Richards: First Ductless Portable Air Conditioner,Morphy Richards,HK,2024,Hardware,Technology,937003,2303,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/1464329619/morphy-richards-first-ductless-portable-air-conditioner,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,601983609,Hengbot Sirius: The World's First Trainable AI Robotic Dog,Hengbot,US,2025,Robots,Technology,912768,1150,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/hengbot/sirius-the-worlds-most-dynamic-robotic-dog-for-endless-fun,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,559933423,The Volta Double Retrograde: The Future the ’80s Promised,Xeric,US,2026,Product Design,Design,911048,4304,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/watchismo/xeric-volta-double-retrograde-watch,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1136771052,"FuriHome Auto Litter Box Furniture: Smarter, Safer, Cleaner.",FuriHome,US,2025,Product Design,Design,908916,1959,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/furihome/furihome,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,835613226,Loog Piano,Rafael Atijas,US,2023,Product Design,Design,908361,3449,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/loog/loog-piano?ref=discovery_category_newest,Kickstarter_2023-12-14.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1017620363,Liene PixCut S1 Photo Sticker Printer and Cutter,Liene,HK,2024,Gadgets,Technology,907677,3330,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/lieneprinter/pixcut-s1-photo-sticker-printer-and-cutter,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,615651170,écoute TH2 | The next generation of wearable hi-fi,écoute audio,US,2026,Sound,Technology,890704,1203,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/ecoute/ecoute-th2-a-portable-hi-fi-system-you-can-take-anywhere,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2050989349,"Pilet: Opensource, Modular, Portable Mini Computer",soulscircuit,CA,2025,Gadgets,Technology,883138,2777,CAD,successful,electrical/electronic,https://www.kickstarter.com/projects/soulscircuit/pilet-opensource-modular-portable-mini-computer,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,852787882,PICPAK: A mini e-ink album brings memories and fun content,AutoHeart,US,2025,Gadgets,Technology,880208,8332,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/picpak-offical/picpak-a-mini-e-ink-album-brings-memories-and-content-feeds,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1194395304,The World’s Smallest Portable Laser Show Projector,Laserabc,HK,2025,DIY Electronics,Technology,875609,1770,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/1884849220/the-worlds-smallest-portable-laser-show-projector,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,166225185,Lumos Sonorus: Mesh Intercom Helmet with 360° Visibility,Lumos Helmet,US,2026,Hardware,Technology,870418,2819,USD,successful,electrical/electronic; possible PPE,https://www.kickstarter.com/projects/lumoshelmet/lumos-sonorus-mesh-intercom-helmet-with-360-visibility,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,48154169,Everdell Silverfrost,Tycoon Games,US,2025,Tabletop Games,Games,866091,8089,USD,successful,possible toy,https://www.kickstarter.com/projects/tycoon/everdell-silverfrost,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,736430791,AIVELA Ring Pro: All-in-One Smart Ring to Master Your Day,AIVELA,US,2025,Wearables,Technology,865198,5349,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/ldh/aivela-ring-pro-all-in-one-smart-ring-to-master-your-day,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1364106214,SwitchLens - Turn any Smartphone into a Professional Camera,sneaki design,US,2024,Camera Equipment,Technology,857132,2033,USD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/halohub/switchlens-power-up-your-smartphone-into-a-pro-camera,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1268703389,Nature: a redesign of the award-winning Evolution board game,North Star Games,US,2024,Tabletop Games,Games,853907,6941,USD,successful,possible toy,https://www.kickstarter.com/projects/northstargames/nature-a-standalone-game-in-the-evolution-series,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1110676300,WonderMaker ZR Ultra 4 Toolheads 3D Printer with Open Source,WonderMaker3D,HK,2025,3D Printing,Technology,853706,1114,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/wondermaker/zr-and-zrultra,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,734420700,Keebmon : Powerful Core + Touch Screen + Mechanical Keyboard,Keebmon,HK,2025,Product Design,Design,850509,1181,HKD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/332313376/keebmon-powerful-core-touch-screen-mechanical-keyboard,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1939145955,ANYLASER X1 — The Most Compact Desktop Laser Engraver,AnyLaser,HK,2026,Makerspaces,Technology,846762,6092,HKD,successful,electrical/electronic,https://www.kickstarter.com/projects/anylaser/anylaser-x1-the-worlds-smallest-desktop-laser-engraver,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1519070851,Capsule Personal Dishwasher 2.0,Loch Electronics,GB,2024,Product Design,Design,839207,2617,GBP,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/lochelectronics/capsule-solo-personal-dishwasher,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1399308374,Beeline Moto II | Beautifully Simple Motorcycle Navigation,Mark Jenner & Tom Putnam,GB,2024,Hardware,Technology,832409,3346,GBP,successful,electrical/electronic,https://www.kickstarter.com/projects/ridebeeline/beeline-moto-ii-beautifully-simple-nav-for-motorcyclists,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1747404124,Cubie: The Coolest Ever Robot on your desk,EgoScience,US,2026,Robots,Technology,831382,4167,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/egodai/cubie-your-imagined-sci-fi-robot-buddy,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,67883533,Maslow4 - Affordable Compact Large Format CNC Router,Bar Smith,US,2023,Fabrication Tools,Technology,822580,1486,USD,successful,electrical/electronic,https://www.kickstarter.com/projects/maslow4/maslow4-affordable-compact-large-format-cnc-router,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,260757059,Hanboost C1 True Wireless Ultrasonic Cutter for DIY Maker,Hanboost,US,2024,Product Design,Design,822193,6206,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/hanboost/hanboost-c1-ultrasonic-cutter-for-diy-maker,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1975241821,Echoes of Astra TCG,Parhelion Studio,US,2025,Tabletop Games,Games,820808,1965,USD,successful,possible toy,https://www.kickstarter.com/projects/echoesofastra/echoes-of-astra-tcg,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,1890819179,CYBERSIGHT: #1st Sports Glasses with Real-Time Safety System,CYBERSIGHT,SG,2025,Wearables,Technology,816260,2100,SGD,successful,electrical/electronic; connected/CRA-triage,https://www.kickstarter.com/projects/cybersight/cybersight-hud-glasses,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Makuake,makuake-iflytek-ainote-air-2,iFLYTEK AINOTE Air 2,iFLYTEK,JP,2025,Electronics,Technology,811786,1000,JPY,successful,electrical/electronic; connected/CRA-triage,https://www.makuake.co.jp/5102/,official-2024-2025.md,JPY 129557650 converted at 2026-09-02 ECB cross-rate (EUR/USD 1.1578; EUR/JPY 184.78),Makuake badge: at least 1000 supporters
Kickstarter,1623907459,Oasis Center Table & Oasis Aura,Oasis Design,US,2026,Product Design,Design,802447,1279,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/oasisdesign/oasis-center-table-and-oasis-aura,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,730102626,"Grand & Air | The Expandable, Modular Bag for Active Women",La Mansio,US,2024,Product Design,Design,802334,2372,USD,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/lamansio/grand-and-air-the-expandable-modular-bag-for-active-women,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
Kickstarter,2042307043,COFFEEJACK V2 - Gear Powered Portable Espresso Machine,COFFEEJACK,GB,2025,Product Design,Design,799900,3792,GBP,successful,GPSR/packaging only (initial triage),https://www.kickstarter.com/projects/coffeejack/coffeejack-v2-gear-powered-portable-espresso-machine,Kickstarter_2026-08-12.zip,Web Robots converted_pledged_amount (USD),Web Robots backers_count
